GEO.id,GEO.id2,GEO.display-label,HD01_S01,HD02_S01,HD01_S02,HD02_S02,HD01_S03,HD02_S03,HD01_S04,HD02_S04,HD01_S05,HD02_S05,HD01_S06,HD02_S06,HD01_S07,HD02_S07,HD01_S08,HD02_S08,HD01_S09,HD02_S09,HD01_S10,HD02_S10,HD01_S18,HD02_S18,HD01_S23,HD02_S23,HD01_S24,HD02_S24,HD01_S25,HD02_S25,HD01_S26,HD02_S26,HD01_S27,HD02_S27,HD01_S28,HD02_S28,HD01_S29,HD02_S29,HD01_S30,HD02_S30,HD01_S31,HD02_S31,HD01_S32,HD02_S32,HD01_S33,HD02_S33,HD01_S34,HD02_S34,HD01_S35,HD02_S35,HD01_S36,HD02_S36,HD01_S37,HD02_S37,HD01_S38,HD02_S38,HD01_S39,HD02_S39,HD01_S40,HD02_S40,HD01_S41,HD02_S41,HD01_S42,HD02_S42
1400000US42029302706,42029302706,"Census Tract 3027.06, Chester County, Pennsylvania",4353,100.0,4277,98.3,4020,92.4,120,2.8,8,0.2,3,0.1,0,0.0,0,0.0,5,0.1,117,2.7,0,0.0,12,0.3,76,1.7,2,0.0,65,1.5,0,0.0,9,0.2,4353,100.0,104,2.4,18,0.4,38,0.9,4,0.1,44,1.0,4249,97.6,4353,100.0,4277,98.3,99,2.3,4178,96.0,76,1.7,5,0.1,71,1.6
1400000US42029302802,42029302802,"Census Tract 3028.02, Chester County, Pennsylvania",5335,100.0,5289,99.1,5127,96.1,68,1.3,4,0.1,4,0.1,0,0.0,0,0.0,0,0.0,79,1.5,2,0.0,9,0.2,46,0.9,5,0.1,39,0.7,0,0.0,2,0.0,5335,100.0,69,1.3,14,0.3,3,0.1,13,0.2,39,0.7,5266,98.7,5335,100.0,5289,99.1,60,1.1,5229,98.0,46,0.9,9,0.2,37,0.7
1400000US42029302803,42029302803,"Census Tract 3028.03, Chester County, Pennsylvania",1950,100.0,1945,99.7,1927,98.8,6,0.3,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,9,0.5,0,0.0,2,0.1,5,0.3,1,0.1,4,0.2,0,0.0,0,0.0,1950,100.0,6,0.3,0,0.0,0,0.0,0,0.0,6,0.3,1944,99.7,1950,100.0,1945,99.7,6,0.3,1939,99.4,5,0.3,0,0.0,5,0.3
1400000US42029302804,42029302804,"Census Tract 3028.04, Chester County, Pennsylvania",3789,100.0,3764,99.3,3558,93.9,79,2.1,5,0.1,4,0.1,0,0.0,0,0.0,1,0.0,106,2.8,0,0.0,16,0.4,25,0.7,4,0.1,19,0.5,0,0.0,2,0.1,3789,100.0,71,1.9,14,0.4,19,0.5,6,0.2,32,0.8,3718,98.1,3789,100.0,3764,99.3,70,1.8,3694,97.5,25,0.7,1,0.0,24,0.6
1400000US42029302805,42029302805,"Census Tract 3028.05, Chester County, Pennsylvania",6956,100.0,6818,98.0,6088,87.5,331,4.8,3,0.0,2,0.0,0,0.0,0,0.0,1,0.0,323,4.6,1,0.0,72,1.0,138,2.0,28,0.4,105,1.5,2,0.0,3,0.0,6956,100.0,262,3.8,95,1.4,74,1.1,9,0.1,84,1.2,6694,96.2,6956,100.0,6818,98.0,230,3.3,6588,94.7,138,2.0,32,0.5,106,1.5
1400000US42029302901,42029302901,"Census Tract 3029.01, Chester County, Pennsylvania",5036,100.0,4961,98.5,4493,89.2,206,4.1,4,0.1,4,0.1,0,0.0,0,0.0,0,0.0,220,4.4,0,0.0,38,0.8,75,1.5,5,0.1,63,1.3,4,0.1,3,0.1,5036,100.0,143,2.8,23,0.5,46,0.9,9,0.2,65,1.3,4893,97.2,5036,100.0,4961,98.5,135,2.7,4826,95.8,75,1.5,8,0.2,67,1.3
1400000US42029302902,42029302902,"Census Tract 3029.02, Chester County, Pennsylvania",5791,100.0,5720,98.8,5355,92.5,202,3.5,6,0.1,6,0.1,0,0.0,0,0.0,0,0.0,131,2.3,6,0.1,20,0.3,71,1.2,11,0.2,55,0.9,0,0.0,5,0.1,5791,100.0,115,2.0,20,0.3,45,0.8,6,0.1,44,0.8,5676,98.0,5791,100.0,5720,98.8,96,1.7,5624,97.1,71,1.2,19,0.3,52,0.9
1400000US42029303000,42029303000,"Census Tract 3030, Chester County, Pennsylvania",3017,100.0,2975,98.6,2631,87.2,103,3.4,4,0.1,3,0.1,0,0.0,0,0.0,1,0.0,230,7.6,0,0.0,7,0.2,42,1.4,3,0.1,35,1.2,0,0.0,4,0.1,3017,100.0,58,1.9,24,0.8,6,0.2,3,0.1,25,0.8,2959,98.1,3017,100.0,2975,98.6,55,1.8,2920,96.8,42,1.4,3,0.1,39,1.3
1400000US42029303100,42029303100,"Census Tract 3031, Chester County, Pennsylvania",4208,100.0,4173,99.2,3881,92.2,60,1.4,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,218,5.2,0,0.0,13,0.3,35,0.8,7,0.2,28,0.7,0,0.0,0,0.0,4208,100.0,87,2.1,16,0.4,24,0.6,9,0.2,38,0.9,4121,97.9,4208,100.0,4173,99.2,83,2.0,4090,97.2,35,0.8,4,0.1,31,0.7
1400000US42029303301,42029303301,"Census Tract 3033.01, Chester County, Pennsylvania",2856,100.0,2810,98.4,2287,80.1,71,2.5,17,0.6,17,0.6,0,0.0,0,0.0,0,0.0,91,3.2,5,0.2,339,11.9,46,1.6,19,0.7,26,0.9,1,0.0,0,0.0,2856,100.0,642,22.5,537,18.8,68,2.4,0,0.0,37,1.3,2214,77.5,2856,100.0,2810,98.4,628,22.0,2182,76.4,46,1.6,14,0.5,32,1.1
1400000US42029303302,42029303302,"Census Tract 3033.02, Chester County, Pennsylvania",4709,100.0,4651,98.8,4438,94.2,66,1.4,11,0.2,1,0.0,0,0.0,0,0.0,10,0.2,88,1.9,0,0.0,48,1.0,58,1.2,3,0.1,47,1.0,1,0.0,7,0.1,4709,100.0,150,3.2,78,1.7,20,0.4,15,0.3,37,0.8,4559,96.8,4709,100.0,4651,98.8,147,3.1,4504,95.6,58,1.2,3,0.1,55,1.2
1400000US42029303401,42029303401,"Census Tract 3034.01, Chester County, Pennsylvania",4135,100.0,3971,96.0,2693,65.1,226,5.5,23,0.6,18,0.4,0,0.0,0,0.0,5,0.1,31,0.7,2,0.0,996,24.1,164,4.0,113,2.7,45,1.1,0,0.0,6,0.1,4135,100.0,2198,53.2,1982,47.9,139,3.4,3,0.1,74,1.8,1937,46.8,4135,100.0,3971,96.0,2080,50.3,1891,45.7,164,4.0,118,2.9,46,1.1
1400000US42029303402,42029303402,"Census Tract 3034.02, Chester County, Pennsylvania",1937,100.0,1899,98.0,1294,66.8,212,10.9,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,17,0.9,0,0.0,375,19.4,38,2.0,21,1.1,16,0.8,0,0.0,1,0.1,1937,100.0,765,39.5,652,33.7,83,4.3,1,0.1,29,1.5,1172,60.5,1937,100.0,1899,98.0,738,38.1,1161,59.9,38,2.0,27,1.4,11,0.6
1400000US42029303501,42029303501,"Census Tract 3035.01, Chester County, Pennsylvania",4108,100.0,4041,98.4,3795,92.4,65,1.6,7,0.2,7,0.2,0,0.0,0,0.0,0,0.0,124,3.0,1,0.0,49,1.2,67,1.6,22,0.5,45,1.1,0,0.0,0,0.0,4108,100.0,209,5.1,133,3.2,31,0.8,8,0.2,37,0.9,3899,94.9,4108,100.0,4041,98.4,186,4.5,3855,93.8,67,1.6,23,0.6,44,1.1
1400000US42029303502,42029303502,"Census Tract 3035.02, Chester County, Pennsylvania",2918,100.0,2893,99.1,2702,92.6,31,1.1,4,0.1,4,0.1,0,0.0,0,0.0,0,0.0,130,4.5,3,0.1,23,0.8,25,0.9,1,0.0,24,0.8,0,0.0,0,0.0,2918,100.0,117,4.0,73,2.5,19,0.7,2,0.1,23,0.8,2801,96.0,2918,100.0,2893,99.1,115,3.9,2778,95.2,25,0.9,2,0.1,23,0.8
1400000US42029303801,42029303801,"Census Tract 3038.01, Chester County, Pennsylvania",4041,100.0,3992,98.8,3773,93.4,157,3.9,5,0.1,5,0.1,0,0.0,0,0.0,0,0.0,35,0.9,0,0.0,22,0.5,49,1.2,7,0.2,37,0.9,0,0.0,5,0.1,4041,100.0,95,2.4,51,1.3,12,0.3,5,0.1,27,0.7,3946,97.6,4041,100.0,3992,98.8,83,2.1,3909,96.7,49,1.2,12,0.3,37,0.9
1400000US42029303802,42029303802,"Census Tract 3038.02, Chester County, Pennsylvania",8182,100.0,8056,98.5,7520,91.9,199,2.4,15,0.2,9,0.1,0,0.0,0,0.0,6,0.1,283,3.5,5,0.1,34,0.4,126,1.5,15,0.2,105,1.3,2,0.0,4,0.0,8182,100.0,154,1.9,41,0.5,47,0.6,5,0.1,61,0.7,8028,98.1,8182,100.0,8056,98.5,139,1.7,7917,96.8,126,1.5,15,0.2,111,1.4
1400000US42029303901,42029303901,"Census Tract 3039.01, Chester County, Pennsylvania",4646,100.0,4570,98.4,4215,90.7,241,5.2,6,0.1,1,0.0,0,0.0,0,0.0,5,0.1,81,1.7,0,0.0,27,0.6,76,1.6,8,0.2,50,1.1,2,0.0,16,0.3,4646,100.0,113,2.4,29,0.6,35,0.8,9,0.2,40,0.9,4533,97.6,4646,100.0,4570,98.4,98,2.1,4472,96.3,76,1.6,15,0.3,61,1.3
1400000US42029303902,42029303902,"Census Tract 3039.02, Chester County, Pennsylvania",5296,100.0,5234,98.8,5008,94.6,84,1.6,4,0.1,3,0.1,0,0.0,0,0.0,1,0.0,119,2.2,1,0.0,18,0.3,62,1.2,9,0.2,53,1.0,0,0.0,0,0.0,5296,100.0,84,1.6,38,0.7,15,0.3,5,0.1,26,0.5,5212,98.4,5296,100.0,5234,98.8,79,1.5,5155,97.3,62,1.2,5,0.1,57,1.1
1400000US42029304000,42029304000,"Census Tract 3040, Chester County, Pennsylvania",4838,100.0,4729,97.7,3575,73.9,294,6.1,9,0.2,5,0.1,0,0.0,0,0.0,4,0.1,821,17.0,0,0.0,30,0.6,109,2.3,26,0.5,73,1.5,0,0.0,10,0.2,4838,100.0,135,2.8,36,0.7,36,0.7,3,0.1,60,1.2,4703,97.2,4838,100.0,4729,97.7,114,2.4,4615,95.4,109,2.3,21,0.4,88,1.8
1400000US42029304101,42029304101,"Census Tract 3041.01, Chester County, Pennsylvania",4424,100.0,4301,97.2,3513,79.4,516,11.7,4,0.1,3,0.1,0,0.0,0,0.0,1,0.0,149,3.4,7,0.2,112,2.5,123,2.8,14,0.3,89,2.0,2,0.0,18,0.4,4424,100.0,307,6.9,120,2.7,132,3.0,0,0.0,55,1.2,4117,93.1,4424,100.0,4301,97.2,286,6.5,4015,90.8,123,2.8,21,0.5,102,2.3
1400000US42029304102,42029304102,"Census Tract 3041.02, Chester County, Pennsylvania",3467,100.0,3339,96.3,2742,79.1,432,12.5,2,0.1,1,0.0,0,0.0,0,0.0,1,0.0,67,1.9,2,0.1,94,2.7,128,3.7,22,0.6,95,2.7,2,0.1,9,0.3,3467,100.0,260,7.5,94,2.7,97,2.8,1,0.0,68,2.0,3207,92.5,3467,100.0,3339,96.3,224,6.5,3115,89.8,128,3.7,36,1.0,92,2.7
1400000US42029304201,42029304201,"Census Tract 3042.01, Chester County, Pennsylvania",6880,100.0,6762,98.3,5670,82.4,686,10.0,6,0.1,6,0.1,0,0.0,0,0.0,0,0.0,306,4.4,1,0.0,93,1.4,118,1.7,13,0.2,96,1.4,1,0.0,8,0.1,6880,100.0,319,4.6,92,1.3,117,1.7,7,0.1,103,1.5,6561,95.4,6880,100.0,6762,98.3,298,4.3,6464,94.0,118,1.7,21,0.3,97,1.4
1400000US42029304300,42029304300,"Census Tract 3043, Chester County, Pennsylvania",6742,100.0,6663,98.8,6394,94.8,95,1.4,7,0.1,5,0.1,0,0.0,0,0.0,2,0.0,147,2.2,4,0.1,16,0.2,79,1.2,7,0.1,67,1.0,0,0.0,5,0.1,6742,100.0,122,1.8,34,0.5,33,0.5,3,0.0,52,0.8,6620,98.2,6742,100.0,6663,98.8,113,1.7,6550,97.2,79,1.2,9,0.1,70,1.0
1400000US42029304403,42029304403,"Census Tract 3044.03, Chester County, Pennsylvania",3840,100.0,3784,98.5,3441,89.6,159,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,143,3.7,0,0.0,41,1.1,56,1.5,2,0.1,54,1.4,0,0.0,0,0.0,3840,100.0,119,3.1,22,0.6,25,0.7,9,0.2,63,1.6,3721,96.9,3840,100.0,3784,98.5,114,3.0,3670,95.6,56,1.5,5,0.1,51,1.3
1400000US42029304404,42029304404,"Census Tract 3044.04, Chester County, Pennsylvania",4859,100.0,4773,98.2,4256,87.6,159,3.3,8,0.2,7,0.1,0,0.0,0,0.0,1,0.0,318,6.5,0,0.0,32,0.7,86,1.8,16,0.3,64,1.3,2,0.0,4,0.1,4859,100.0,123,2.5,40,0.8,46,0.9,6,0.1,31,0.6,4736,97.5,4859,100.0,4773,98.2,113,2.3,4660,95.9,86,1.8,10,0.2,76,1.6
1400000US42029304405,42029304405,"Census Tract 3044.05, Chester County, Pennsylvania",6319,100.0,6238,98.7,5733,90.7,91,1.4,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,396,6.3,0,0.0,16,0.3,81,1.3,8,0.1,66,1.0,4,0.1,3,0.0,6319,100.0,130,2.1,38,0.6,24,0.4,11,0.2,57,0.9,6189,97.9,6319,100.0,6238,98.7,122,1.9,6116,96.8,81,1.3,8,0.1,73,1.2
1400000US42029304406,42029304406,"Census Tract 3044.06, Chester County, Pennsylvania",3071,100.0,3047,99.2,2918,95.0,37,1.2,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,86,2.8,1,0.0,4,0.1,24,0.8,4,0.1,19,0.6,0,0.0,1,0.0,3071,100.0,39,1.3,14,0.5,5,0.2,1,0.0,19,0.6,3032,98.7,3071,100.0,3047,99.2,35,1.1,3012,98.1,24,0.8,4,0.1,20,0.7
1400000US42029304501,42029304501,"Census Tract 3045.01, Chester County, Pennsylvania",8089,100.0,7986,98.7,6319,78.1,135,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1497,18.5,0,0.0,35,0.4,103,1.3,17,0.2,82,1.0,0,0.0,4,0.0,8089,100.0,209,2.6,62,0.8,67,0.8,9,0.1,71,0.9,7880,97.4,8089,100.0,7986,98.7,196,2.4,7790,96.3,103,1.3,13,0.2,90,1.1
1400000US42029304502,42029304502,"Census Tract 3045.02, Chester County, Pennsylvania",3137,100.0,3097,98.7,2971,94.7,25,0.8,3,0.1,3,0.1,0,0.0,0,0.0,0,0.0,90,2.9,4,0.1,4,0.1,40,1.3,3,0.1,31,1.0,0,0.0,6,0.2,3137,100.0,55,1.8,16,0.5,12,0.4,3,0.1,24,0.8,3082,98.2,3137,100.0,3097,98.7,49,1.6,3048,97.2,40,1.3,6,0.2,34,1.1
1400000US42029304600,42029304600,"Census Tract 3046, Chester County, Pennsylvania",3458,100.0,3421,98.9,3253,94.1,110,3.2,2,0.1,2,0.1,0,0.0,0,0.0,0,0.0,47,1.4,1,0.0,8,0.2,37,1.1,1,0.0,34,1.0,2,0.1,0,0.0,3458,100.0,57,1.6,13,0.4,25,0.7,6,0.2,13,0.4,3401,98.4,3458,100.0,3421,98.9,54,1.6,3367,97.4,37,1.1,3,0.1,34,1.0
1400000US42029304900,42029304900,"Census Tract 3049, Chester County, Pennsylvania",7647,100.0,7548,98.7,7378,96.5,73,1.0,28,0.4,15,0.2,0,0.0,0,0.0,13,0.2,41,0.5,0,0.0,28,0.4,99,1.3,18,0.2,80,1.0,0,0.0,1,0.0,7647,100.0,130,1.7,18,0.2,73,1.0,2,0.0,37,0.5,7517,98.3,7647,100.0,7548,98.7,109,1.4,7439,97.3,99,1.3,21,0.3,78,1.0
1400000US42029305000,42029305000,"Census Tract 3050, Chester County, Pennsylvania",1713,100.0,1659,96.8,1619,94.5,18,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.2,1,0.1,18,1.1,54,3.2,11,0.6,38,2.2,0,0.0,5,0.3,1713,100.0,60,3.5,24,1.4,24,1.4,0,0.0,12,0.7,1653,96.5,1713,100.0,1659,96.8,43,2.5,1616,94.3,54,3.2,17,1.0,37,2.2
1400000US42029305101,42029305101,"Census Tract 3051.01, Chester County, Pennsylvania",4293,100.0,4230,98.5,4062,94.6,107,2.5,12,0.3,10,0.2,0,0.0,0,0.0,2,0.0,35,0.8,1,0.0,13,0.3,63,1.5,13,0.3,43,1.0,5,0.1,2,0.0,4293,100.0,87,2.0,36,0.8,34,0.8,3,0.1,14,0.3,4206,98.0,4293,100.0,4230,98.5,68,1.6,4162,96.9,63,1.5,19,0.4,44,1.0
1400000US42029305102,42029305102,"Census Tract 3051.02, Chester County, Pennsylvania",4721,100.0,4625,98.0,4316,91.4,243,5.1,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,31,0.7,0,0.0,33,0.7,96,2.0,6,0.1,86,1.8,0,0.0,4,0.1,4721,100.0,117,2.5,40,0.8,64,1.4,1,0.0,12,0.3,4604,97.5,4721,100.0,4625,98.0,104,2.2,4521,95.8,96,2.0,13,0.3,83,1.8
1400000US42029305300,42029305300,"Census Tract 3053, Chester County, Pennsylvania",6796,100.0,6534,96.1,4613,67.9,1620,23.8,14,0.2,11,0.2,0,0.0,0,0.0,3,0.0,105,1.5,3,0.0,179,2.6,262,3.9,32,0.5,207,3.0,2,0.0,21,0.3,6796,100.0,513,7.5,133,2.0,292,4.3,5,0.1,83,1.2,6283,92.5,6796,100.0,6534,96.1,461,6.8,6073,89.4,262,3.9,52,0.8,210,3.1
1400000US42029305400,42029305400,"Census Tract 3054, Chester County, Pennsylvania",3867,100.0,3617,93.5,1816,47.0,1502,38.8,5,0.1,3,0.1,0,0.0,0,0.0,2,0.1,55,1.4,0,0.0,239,6.2,250,6.5,35,0.9,186,4.8,6,0.2,23,0.6,3867,100.0,709,18.3,362,9.4,286,7.4,7,0.2,54,1.4,3158,81.7,3867,100.0,3617,93.5,654,16.9,2963,76.6,250,6.5,55,1.4,195,5.0
1400000US42029305500,42029305500,"Census Tract 3055, Chester County, Pennsylvania",3899,100.0,3735,95.8,1217,31.2,2009,51.5,33,0.8,3,0.1,0,0.0,0,0.0,30,0.8,28,0.7,5,0.1,443,11.4,164,4.2,22,0.6,125,3.2,5,0.1,12,0.3,3899,100.0,1064,27.3,720,18.5,237,6.1,3,0.1,104,2.7,2835,72.7,3899,100.0,3735,95.8,1027,26.3,2708,69.5,164,4.2,37,0.9,127,3.3
1400000US42029305600,42029305600,"Census Tract 3056, Chester County, Pennsylvania",2942,100.0,2759,93.8,679,23.1,1715,58.3,17,0.6,4,0.1,0,0.0,0,0.0,13,0.4,7,0.2,7,0.2,334,11.4,183,6.2,41,1.4,121,4.1,5,0.2,16,0.5,2942,100.0,725,24.6,377,12.8,195,6.6,3,0.1,150,5.1,2217,75.4,2942,100.0,2759,93.8,651,22.1,2108,71.7,183,6.2,74,2.5,109,3.7
1400000US42029305700,42029305700,"Census Tract 3057, Chester County, Pennsylvania",2390,100.0,2300,96.2,1269,53.1,853,35.7,6,0.3,3,0.1,0,0.0,0,0.0,3,0.1,19,0.8,1,0.0,152,6.4,90,3.8,14,0.6,69,2.9,0,0.0,7,0.3,2390,100.0,509,21.3,313,13.1,127,5.3,5,0.2,64,2.7,1881,78.7,2390,100.0,2300,96.2,492,20.6,1808,75.6,90,3.8,17,0.7,73,3.1
1400000US42029306000,42029306000,"Census Tract 3060, Chester County, Pennsylvania",7449,100.0,7276,97.7,6325,84.9,695,9.3,5,0.1,4,0.1,0,0.0,0,0.0,1,0.0,131,1.8,1,0.0,119,1.6,173,2.3,38,0.5,113,1.5,3,0.0,19,0.3,7449,100.0,341,4.6,126,1.7,127,1.7,5,0.1,83,1.1,7108,95.4,7449,100.0,7276,97.7,301,4.0,6975,93.6,173,2.3,40,0.5,133,1.8
1400000US42029306300,42029306300,"Census Tract 3063, Chester County, Pennsylvania",2854,100.0,2784,97.5,2155,75.5,172,6.0,24,0.8,5,0.2,0,0.0,0,0.0,19,0.7,23,0.8,0,0.0,410,14.4,70,2.5,25,0.9,42,1.5,0,0.0,3,0.1,2854,100.0,1005,35.2,900,31.5,83,2.9,3,0.1,19,0.7,1849,64.8,2854,100.0,2784,97.5,976,34.2,1808,63.3,70,2.5,29,1.0,41,1.4
1400000US42029306501,42029306501,"Census Tract 3065.01, Chester County, Pennsylvania",4153,100.0,4090,98.5,3701,89.1,103,2.5,15,0.4,13,0.3,0,0.0,0,0.0,2,0.0,137,3.3,0,0.0,134,3.2,63,1.5,21,0.5,41,1.0,0,0.0,1,0.0,4153,100.0,315,7.6,239,5.8,38,0.9,10,0.2,28,0.7,3838,92.4,4153,100.0,4090,98.5,301,7.2,3789,91.2,63,1.5,14,0.3,49,1.2
1400000US42029306503,42029306503,"Census Tract 3065.03, Chester County, Pennsylvania",2769,100.0,2703,97.6,1864,67.3,146,5.3,14,0.5,14,0.5,0,0.0,0,0.0,0,0.0,28,1.0,0,0.0,651,23.5,66,2.4,27,1.0,28,1.0,4,0.1,7,0.3,2769,100.0,1296,46.8,1136,41.0,118,4.3,1,0.0,41,1.5,1473,53.2,2769,100.0,2703,97.6,1254,45.3,1449,52.3,66,2.4,42,1.5,24,0.9
1400000US42029306504,42029306504,"Census Tract 3065.04, Chester County, Pennsylvania",5062,100.0,4923,97.3,3812,75.3,105,2.1,29,0.6,15,0.3,0,0.0,0,0.0,14,0.3,194,3.8,2,0.0,781,15.4,139,2.7,82,1.6,43,0.8,9,0.2,5,0.1,5062,100.0,1554,30.7,1416,28.0,71,1.4,11,0.2,56,1.1,3508,69.3,5062,100.0,4923,97.3,1455,28.7,3468,68.5,139,2.7,99,2.0,40,0.8
1400000US42029306600,42029306600,"Census Tract 3066, Chester County, Pennsylvania",3139,100.0,3092,98.5,2984,95.1,42,1.3,4,0.1,0,0.0,0,0.0,0,0.0,4,0.1,43,1.4,0,0.0,19,0.6,47,1.5,2,0.1,39,1.2,0,0.0,6,0.2,3139,100.0,71,2.3,33,1.1,12,0.4,12,0.4,14,0.4,3068,97.7,3139,100.0,3092,98.5,69,2.2,3023,96.3,47,1.5,2,0.1,45,1.4
1400000US42029306700,42029306700,"Census Tract 3067, Chester County, Pennsylvania",4352,100.0,4281,98.4,4111,94.5,84,1.9,3,0.1,1,0.0,0,0.0,0,0.0,2,0.0,47,1.1,0,0.0,36,0.8,71,1.6,13,0.3,58,1.3,0,0.0,0,0.0,4352,100.0,144,3.3,69,1.6,38,0.9,8,0.2,29,0.7,4208,96.7,4352,100.0,4281,98.4,130,3.0,4151,95.4,71,1.6,14,0.3,57,1.3
1400000US42029306800,42029306800,"Census Tract 3068, Chester County, Pennsylvania",1681,100.0,1657,98.6,1575,93.7,27,1.6,8,0.5,2,0.1,0,0.0,0,0.0,6,0.4,21,1.2,0,0.0,26,1.5,24,1.4,7,0.4,16,1.0,0,0.0,1,0.1,1681,100.0,95,5.7,74,4.4,14,0.8,4,0.2,3,0.2,1586,94.3,1681,100.0,1657,98.6,88,5.2,1569,93.3,24,1.4,7,0.4,17,1.0
1400000US42029306900,42029306900,"Census Tract 3069, Chester County, Pennsylvania",5631,100.0,5554,98.6,5332,94.7,77,1.4,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,50,0.9,0,0.0,94,1.7,77,1.4,20,0.4,54,1.0,1,0.0,2,0.0,5631,100.0,274,4.9,168,3.0,55,1.0,9,0.2,42,0.7,5357,95.1,5631,100.0,5554,98.6,248,4.4,5306,94.2,77,1.4,26,0.5,51,0.9
1400000US42029307000,42029307000,"Census Tract 3070, Chester County, Pennsylvania",5364,100.0,5303,98.9,4904,91.4,156,2.9,4,0.1,3,0.1,0,0.0,0,0.0,1,0.0,88,1.6,3,0.1,148,2.8,61,1.1,8,0.1,50,0.9,0,0.0,3,0.1,5364,100.0,435,8.1,341,6.4,68,1.3,6,0.1,20,0.4,4929,91.9,5364,100.0,5303,98.9,428,8.0,4875,90.9,61,1.1,7,0.1,54,1.0
1400000US42029307100,42029307100,"Census Tract 3071, Chester County, Pennsylvania",2149,100.0,2127,99.0,2043,95.1,22,1.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,17,0.8,0,0.0,44,2.0,22,1.0,3,0.1,17,0.8,0,0.0,2,0.1,2149,100.0,133,6.2,74,3.4,48,2.2,2,0.1,9,0.4,2016,93.8,2149,100.0,2127,99.0,129,6.0,1998,93.0,22,1.0,4,0.2,18,0.8
1400000US42029307200,42029307200,"Census Tract 3072, Chester County, Pennsylvania",1272,100.0,1248,98.1,1148,90.3,54,4.2,2,0.2,0,0.0,0,0.0,0,0.0,2,0.2,4,0.3,0,0.0,40,3.1,24,1.9,8,0.6,16,1.3,0,0.0,0,0.0,1272,100.0,111,8.7,88,6.9,23,1.8,0,0.0,0,0.0,1161,91.3,1272,100.0,1248,98.1,104,8.2,1144,89.9,24,1.9,7,0.6,17,1.3
1400000US42029307300,42029307300,"Census Tract 3073, Chester County, Pennsylvania",3570,100.0,3467,97.1,3017,84.5,302,8.5,9,0.3,2,0.1,0,0.0,0,0.0,7,0.2,92,2.6,3,0.1,44,1.2,103,2.9,11,0.3,87,2.4,0,0.0,5,0.1,3570,100.0,147,4.1,51,1.4,69,1.9,1,0.0,26,0.7,3423,95.9,3570,100.0,3467,97.1,122,3.4,3345,93.7,103,2.9,25,0.7,78,2.2
1400000US42029307400,42029307400,"Census Tract 3074, Chester County, Pennsylvania",3593,100.0,3518,97.9,3095,86.1,322,9.0,34,0.9,13,0.4,0,0.0,0,0.0,21,0.6,12,0.3,3,0.1,52,1.4,75,2.1,8,0.2,58,1.6,5,0.1,4,0.1,3593,100.0,271,7.5,119,3.3,118,3.3,6,0.2,28,0.8,3322,92.5,3593,100.0,3518,97.9,250,7.0,3268,91.0,75,2.1,21,0.6,54,1.5
1400000US42029307800,42029307800,"Census Tract 3078, Chester County, Pennsylvania",2484,100.0,2431,97.9,2248,90.5,91,3.7,9,0.4,9,0.4,0,0.0,0,0.0,0,0.0,8,0.3,1,0.0,74,3.0,53,2.1,12,0.5,41,1.7,0,0.0,0,0.0,2484,100.0,194,7.8,126,5.1,30,1.2,3,0.1,35,1.4,2290,92.2,2484,100.0,2431,97.9,183,7.4,2248,90.5,53,2.1,11,0.4,42,1.7
1400000US42029307900,42029307900,"Census Tract 3079, Chester County, Pennsylvania",5200,100.0,5080,97.7,3046,58.6,1827,35.1,13,0.3,4,0.1,0,0.0,0,0.0,9,0.2,14,0.3,3,0.1,177,3.4,120,2.3,16,0.3,90,1.7,1,0.0,13,0.3,5200,100.0,550,10.6,371,7.1,115,2.2,19,0.4,45,0.9,4650,89.4,5200,100.0,5080,97.7,531,10.2,4549,87.5,120,2.3,19,0.4,101,1.9
1400000US42029308000,42029308000,"Census Tract 3080, Chester County, Pennsylvania",5077,100.0,4874,96.0,3592,70.8,458,9.0,20,0.4,4,0.1,0,0.0,0,0.0,16,0.3,43,0.8,6,0.1,755,14.9,203,4.0,62,1.2,132,2.6,1,0.0,8,0.2,5077,100.0,1464,28.8,1039,20.5,362,7.1,11,0.2,52,1.0,3613,71.2,5077,100.0,4874,96.0,1385,27.3,3489,68.7,203,4.0,79,1.6,124,2.4
1400000US42029308101,42029308101,"Census Tract 3081.01, Chester County, Pennsylvania",4556,100.0,4477,98.3,4220,92.6,135,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,0.5,4,0.1,93,2.0,79,1.7,13,0.3,61,1.3,1,0.0,4,0.1,4556,100.0,224,4.9,101,2.2,87,1.9,5,0.1,31,0.7,4332,95.1,4556,100.0,4477,98.3,207,4.5,4270,93.7,79,1.7,17,0.4,62,1.4
